oa_code,statistic_type,statistic_value
E00057189,weight_mean,0.11777944486121518
E00057190,weight_mean,0.7294117647058825
E00057191,weight_mean,0.02830420871277397
E00057192,weight_mean,0.034545454545454386
E00057193,weight_mean,0.021983161833489143
E00057194,weight_mean,0.08477119279819924
E00057195,weight_mean,0.035584415584415593
E00057196,weight_mean,0.0796812749003985
E00057197,weight_mean,0.024571065452234333
E00057198,weight_mean,0.12003000750187591
E00057199,weight_mean,0.10202550637659427
E00057200,weight_mean,0.1215303825956489
E00057202,weight_mean,0.1195219123505974
E00057204,weight_mean,1.2529411764705878
E00057205,weight_mean,0.0379030273197145
E00057206,weight_mean,0.09302325581395332
E00057207,weight_mean,0.32038834951456324
E00057208,weight_mean,0.1327831957989495
E00057209,weight_mean,0.0932270916334663
E00057210,weight_mean,0.13728432108027055
E00057211,weight_mean,0.9
E00057212,weight_mean,0.1065266316579148
E00057213,weight_mean,0.13053263315828983
E00057214,weight_mean,0.08477119279819924
E00057215,weight_mean,0.09152288072017987
E00057216,weight_mean,0.11952191235059742
E00057217,weight_mean,0.1117779444861217
E00057218,weight_mean,0.10727681920480119
E00057220,weight_mean,0.14403600900225078
E00057221,weight_mean,0.12678169542385612
E00057222,weight_mean,1.3058823529411767
E00057223,weight_mean,1.035294117647059
E00057225,weight_mean,0.1237809452363093
E00057226,weight_mean,0.11552888222055485
E00057227,weight_mean,0.4081145584725535
E00057228,weight_mean,0.04545454545454541
E00057229,weight_mean,0.033506493506493505
E00057230,weight_mean,0.03593403888752134
E00057231,weight_mean,0.04475670049440517
E00057232,weight_mean,0.47255369928401014
E00057233,weight_mean,0.030519320698990826
E00057234,weight_mean,0.2455445544554454
E00057235,weight_mean,0.03445729756337697
E00057236,weight_mean,0.09677419354838682
E00057238,weight_mean,0.042087127738124536
E00057239,weight_mean,0.09077269317329366
E00057240,weight_mean,0.7666666666666665
E00057241,weight_mean,0.8058823529411764
E00057242,weight_mean,0.07651912978244571
E00057244,weight_mean,0.054147181885306525
E00057245,weight_mean,0.10802700675168829
E00057246,weight_mean,0.14333706606942928
E00057247,weight_mean,0.03298055623923205
E00057248,weight_mean,0.10517928286852572
E00057249,weight_mean,0.09402390438247028
E00057250,weight_mean,0.08627156789197274
E00057251,weight_mean,0.029804270462633266
E00057252,weight_mean,0.10877719429857441
E00057253,weight_mean,0.12789699570815435
E00057254,weight_mean,0.12678169542385612
E00057255,weight_mean,0.12978244561140267
E00057256,weight_mean,0.07876969242310611
E00057257,weight_mean,0.07801950487621914
E00057258,weight_mean,0.09002250562640672
E00057259,weight_mean,0.05476369092273063
E00057261,weight_mean,0.08327081770442639
E00057262,weight_mean,0.06183115338882262
E00057264,weight_mean,0.11252813203300831
E00057265,weight_mean,0.14423922603342132
E00057266,weight_mean,0.09452363090772714
E00057267,weight_mean,0.11177794448612172
E00057268,weight_mean,0.03031437125748498
E00057269,weight_mean,0.05326331582895739
E00057270,weight_mean,0.09677419354838683
E00057271,weight_mean,0.06976744186046502
E00057272,weight_mean,0.09377344336084022
E00057273,weight_mean,0.09827456864216033
E00057274,weight_mean,0.11785400175901493
E00057275,weight_mean,0.06676669167291835
E00057276,weight_mean,0.10727681920480119
E00057277,weight_mean,0.07726931732933247
E00057278,weight_mean,0.07951987996999238
E00057280,weight_mean,0.4823529411764706
E00057281,weight_mean,0.10052513128282076
E00057282,weight_mean,0.08627156789197271
E00057283,weight_mean,0.06901725431357825
E00057284,weight_mean,0.08327081770442639
E00057285,weight_mean,0.12453113278319565
E00057286,weight_mean,0.03218562874251509
E00057287,weight_mean,0.11552888222055481
E00057288,weight_mean,0.024612355402411953
E00057289,weight_mean,0.04416167664670689
E00057290,weight_mean,0.10427606901725431
E00057291,weight_mean,0.08102025506376576
E00057292,weight_mean,0.07651912978244571
E00057293,weight_mean,0.09977494373593407
E00057294,weight_mean,0.07201800450112537
E00057295,weight_mean,0.12313104661389651
E00057296,weight_mean,0.11329661683713611
E00057297,weight_mean,0.040637450199203125
E00057298,weight_mean,0.09152288072017986
E00057300,weight_mean,1.1058823529411768
E00057303,weight_mean,0.03854790419161659
E00057304,weight_mean,0.11412535079513599
E00057305,weight_mean,0.09448082319925154
E00057307,weight_mean,0.07390084190832555
E00057309,weight_mean,0.12228057014253545
E00057310,weight_mean,0.10202550637659424
E00057311,weight_mean,0.06641721234798877
E00057312,weight_mean,0.15065722952477253
E00057313,weight_mean,1.1411764705882357
E00057315,weight_mean,0.10114335971855762
E00057316,weight_mean,0.1042760690172543
E00057321,weight_mean,1.3823529411764703
E00057322,weight_mean,0.09902475618904732
E00057323,weight_mean,0.923529411764706
E00057325,weight_mean,0.14125350795135655
E00057326,weight_mean,0.05701425356339061
E00057327,weight_mean,0.4764705882352941
E00057328,weight_mean,0.864705882352941
E00057329,weight_mean,0.09827456864216032
E00057330,weight_mean,0.08552138034508616
E00057331,weight_mean,0.06526631657914492
E00057332,weight_mean,0.08267370272647293
E00057333,weight_mean,0.1117779444861217
E00057334,weight_mean,0.02712815715622122
E00057335,weight_mean,0.02799377916018632
E00057336,weight_mean,0.028914590747331284
E00057337,weight_mean,0.029934518241346735
E00057338,weight_mean,0.11169744942832033
E00057339,weight_mean,0.03132637191735148
E00057340,weight_mean,0.05234276065850573
E00057341,weight_mean,0.03434816549570609
E00057342,weight_mean,0.025206524041516704
E00057343,weight_mean,0.03691853310361817
E00057344,weight_mean,0.029466791393825822
E00057345,weight_mean,0.09573612228479501
E00057346,weight_mean,0.05052395209580828
E00057347,weight_mean,0.03854790419161659
E00057348,weight_mean,0.028796455820821937
E00057349,weight_mean,0.034660421545667924
E00057350,weight_mean,0.020546494386782636
E00057351,weight_mean,0.07351837959489854
E00057352,weight_mean,0.03382716049382716
E00057353,weight_mean,0.027829747427502282
E00057354,weight_mean,0.02572497661365761
E00057355,weight_mean,0.024571065452234395
E00057356,weight_mean,0.09762532981530354
E00057357,weight_mean,0.10941271118262276
E00057358,weight_mean,0.020217729393467925
E00057359,weight_mean,0.02295081967213125
E00057360,weight_mean,0.034894613583138424
E00057361,weight_mean,0.02759588400374207
E00057362,weight_mean,0.020112254443405194
E00057363,weight_mean,0.12313104661389654
E00057364,weight_mean,0.10729991204925211
E00057365,weight_mean,0.02475247524752505
E00057366,weight_mean,0.028215952010664385
E00057367,weight_mean,0.026192703461178524
E00057368,weight_mean,0.08777194298574643
E00057369,weight_mean,0.025355871886120894
E00057370,weight_mean,0.12752858399296402
E00057371,weight_mean,0.030705178246161674
E00057372,weight_mean,0.0335605663345566
E00057374,weight_mean,0.03273443268520794
E00057375,weight_mean,0.03445729756337696
E00057376,weight_mean,0.030168381665107675
E00057377,weight_mean,0.049401197604790226
E00057378,weight_mean,0.029466791393825815
E00057379,weight_mean,0.03297474275023367
E00057380,weight_mean,0.026438569206843156
E00057382,weight_mean,0.03304709862086881
E00057383,weight_mean,0.10202286719437106
E00057384,weight_mean,0.029934518241346735
E00057385,weight_mean,0.035128805620609084
E00057386,weight_mean,0.02782974742750229
E00057387,weight_mean,0.2198019801980197
E00057388,weight_mean,0.24554455445544543
E00057389,weight_mean,0.10905892700087959
E00057390,weight_mean,0.030693950177935816
E00057391,weight_mean,0.03168831168831168
E00057392,weight_mean,0.08777194298574643
E00057393,weight_mean,0.10756972111553761
E00057394,weight_mean,0.10202550637659426
E00057395,weight_mean,0.027771606309708777
E00057396,weight_mean,0.031337698783910135
E00057397,weight_mean,0.030765444253014775
E00057398,weight_mean,0.04756242568370984
E00057399,weight_mean,0.039552432995056175
E00057400,weight_mean,0.035802469135802366
E00057401,weight_mean,0.03922077922077926
E00057402,weight_mean,0.08267370272647297
E00057403,weight_mean,0.028363257871454592
E00057404,weight_mean,0.031404958677685876
E00057405,weight_mean,0.03125769136106338
E00057406,weight_mean,0.03158362989323842
E00057407,weight_mean,0.03967065868263473
E00057408,weight_mean,0.028024911032028553
E00057409,weight_mean,0.031138790035586953
E00057410,weight_mean,0.02923292797006572
E00057411,weight_mean,0.03512880562060909
E00057412,weight_mean,0.04453592814371239
E00057413,weight_mean,0.03371892690130446
E00057414,weight_mean,0.027324719339122755
E00057415,weight_mean,0.027362020579981397
E00057416,weight_mean,0.028999064546304958
E00057417,weight_mean,0.029934518241346728
E00057418,weight_mean,0.03043768051544124
E00057419,weight_mean,0.024782884981995337
E00057420,weight_mean,0.031571562207670954
E00057421,weight_mean,0.027580071174377416
E00057422,weight_mean,0.23003802281368863
E00057423,weight_mean,0.028914590747331277
E00057424,weight_mean,0.026690391459074765
E00057425,weight_mean,0.028247330960854074
E00057426,weight_mean,0.062473617560152135
E00057427,weight_mean,0.043900379907133705
E00057428,weight_mean,0.0229186155285312
E00057429,weight_mean,0.17680608365019024
E00057430,weight_mean,0.044910179640718764
E00057431,weight_mean,0.04159488063007678
E00057432,weight_mean,0.026245551601423486
E00057433,weight_mean,0.02572497661365762
E00057434,weight_mean,0.046032934131736536
E00057435,weight_mean,0.04565868263473054
E00057436,weight_mean,0.037425149700598584
E00057437,weight_mean,0.04725972994440022
E00057438,weight_mean,0.026467971530249358
E00057439,weight_mean,0.13376987839101956
E00057440,weight_mean,0.03967065868263473
E00057441,weight_mean,0.03047153024911033
E00057442,weight_mean,0.04558065794688853
E00057443,weight_mean,0.027073590942653495
E00057444,weight_mean,0.0322077922077921
E00057445,weight_mean,0.02535587188612088
E00057446,weight_mean,0.028765201122544236
E00057447,weight_mean,0.028796455820821975
E00057448,weight_mean,0.05667855727308739
E00057449,weight_mean,0.032786885245901926
E00057450,weight_mean,0.05192231470471673
E00057451,weight_mean,0.024883359253499267
E00057452,weight_mean,0.022217025257249647
E00057453,weight_mean,0.0285313376987841
E00057454,weight_mean,0.03200624512099923
E00057455,weight_mean,0.02754943345923107
E00057456,weight_mean,0.025023386342376237
E00057457,weight_mean,0.02466118640302173
E00057458,weight_mean,0.024555659494855317
E00057459,weight_mean,0.03069395017793586
E00057460,weight_mean,0.04380999261629363
E00057461,weight_mean,0.026900584795321827
E00057462,weight_mean,0.02829747427502342
E00057463,weight_mean,0.027595884003742042
E00057464,weight_mean,0.027829747427502324
E00057465,weight_mean,0.030869971936388726
E00057466,weight_mean,0.026282051282051275
E00057467,weight_mean,0.03220779220779211
E00057468,weight_mean,0.05610389610389657
E00057469,weight_mean,0.04715568862275416
E00057470,weight_mean,0.050336900515259644
E00057471,weight_mean,0.04240982956797476
E00057472,weight_mean,0.05112960760998802
E00057473,weight_mean,0.3003802281368824
E00057474,weight_mean,0.21109123434704846
E00057475,weight_mean,0.24904942965779445
E00057476,weight_mean,0.027128157156221144
E00057477,weight_mean,0.052764879696074476
E00057478,weight_mean,0.04528443113772455
E00057479,weight_mean,0.04328832406671977
E00057480,weight_mean,0.0475624256837098
E00057481,weight_mean,0.053904082441537944
E00057482,weight_mean,0.04266467065868269
E00057483,weight_mean,0.02799377916018638
E00057484,weight_mean,0.044910179640718764
