geo_type,region,transportation_type,alternative_name,sub_region,country,date,score
city,London,transit,NA,England,United Kingdom,2020-01-20,103.68
city,London,transit,NA,England,United Kingdom,2020-01-21,109.45
city,London,transit,NA,England,United Kingdom,2020-01-22,112.85
city,London,transit,NA,England,United Kingdom,2020-01-23,111.52
city,London,transit,NA,England,United Kingdom,2020-01-24,120.06
city,London,transit,NA,England,United Kingdom,2020-01-25,130.78
city,London,transit,NA,England,United Kingdom,2020-01-26,105.11
city,London,transit,NA,England,United Kingdom,2020-01-27,103.7
city,London,transit,NA,England,United Kingdom,2020-01-28,105.84
city,London,transit,NA,England,United Kingdom,2020-01-29,110.18
city,London,transit,NA,England,United Kingdom,2020-01-30,111.72
city,London,transit,NA,England,United Kingdom,2020-01-31,124.67
city,London,transit,NA,England,United Kingdom,2020-02-01,129.92
city,London,transit,NA,England,United Kingdom,2020-02-02,111.18
city,London,transit,NA,England,United Kingdom,2020-02-03,104.18
city,London,transit,NA,England,United Kingdom,2020-02-04,107.19
city,London,transit,NA,England,United Kingdom,2020-02-05,111.08
city,London,transit,NA,England,United Kingdom,2020-02-06,111.71
city,London,transit,NA,England,United Kingdom,2020-02-07,120.48
city,London,transit,NA,England,United Kingdom,2020-02-08,134.34
city,London,transit,NA,England,United Kingdom,2020-02-09,103.13
city,London,transit,NA,England,United Kingdom,2020-02-10,106.62
city,London,transit,NA,England,United Kingdom,2020-02-11,109.07
city,London,transit,NA,England,United Kingdom,2020-02-12,111.2
city,London,transit,NA,England,United Kingdom,2020-02-13,110.18
city,London,transit,NA,England,United Kingdom,2020-02-14,123.91
city,London,transit,NA,England,United Kingdom,2020-02-15,131.79
city,London,transit,NA,England,United Kingdom,2020-02-16,116.64
city,London,transit,NA,England,United Kingdom,2020-02-17,123.55
city,London,transit,NA,England,United Kingdom,2020-02-18,122.11
city,London,transit,NA,England,United Kingdom,2020-02-19,125.12
city,London,transit,NA,England,United Kingdom,2020-02-20,124.27
city,London,transit,NA,England,United Kingdom,2020-02-21,133.95
city,London,transit,NA,England,United Kingdom,2020-02-22,141.61
city,London,transit,NA,England,United Kingdom,2020-02-23,111.26
city,London,transit,NA,England,United Kingdom,2020-02-24,107.64
city,London,transit,NA,England,United Kingdom,2020-02-25,109.44
city,London,transit,NA,England,United Kingdom,2020-02-26,110.17
city,London,transit,NA,England,United Kingdom,2020-02-27,111.27
city,London,transit,NA,England,United Kingdom,2020-02-28,122.41
city,London,transit,NA,England,United Kingdom,2020-02-29,129.48
city,London,transit,NA,England,United Kingdom,2020-03-01,109.14
city,London,transit,NA,England,United Kingdom,2020-03-02,102.74
city,London,transit,NA,England,United Kingdom,2020-03-03,105.44
city,London,transit,NA,England,United Kingdom,2020-03-04,106.93
city,London,transit,NA,England,United Kingdom,2020-03-05,106.97
city,London,transit,NA,England,United Kingdom,2020-03-06,118.77
city,London,transit,NA,England,United Kingdom,2020-03-07,127.78
city,London,transit,NA,England,United Kingdom,2020-03-08,100.86
city,London,transit,NA,England,United Kingdom,2020-03-09,98.05
city,London,transit,NA,England,United Kingdom,2020-03-10,99.47
city,London,transit,NA,England,United Kingdom,2020-03-11,94.33
city,London,transit,NA,England,United Kingdom,2020-03-12,86.28
city,London,transit,NA,England,United Kingdom,2020-03-13,89.95
city,London,transit,NA,England,United Kingdom,2020-03-14,94.84
city,London,transit,NA,England,United Kingdom,2020-03-15,67.46
city,London,transit,NA,England,United Kingdom,2020-03-16,57.95
city,London,transit,NA,England,United Kingdom,2020-03-17,46.33
city,London,transit,NA,England,United Kingdom,2020-03-18,40.32
city,London,transit,NA,England,United Kingdom,2020-03-19,38.7
city,London,transit,NA,England,United Kingdom,2020-03-20,34.64
city,London,transit,NA,England,United Kingdom,2020-03-21,28.01
city,London,transit,NA,England,United Kingdom,2020-03-22,25.9
city,London,transit,NA,England,United Kingdom,2020-03-23,24.44
city,London,transit,NA,England,United Kingdom,2020-03-24,17.15
city,London,transit,NA,England,United Kingdom,2020-03-25,15.43
city,London,transit,NA,England,United Kingdom,2020-03-26,14.49
city,London,transit,NA,England,United Kingdom,2020-03-27,14.05
city,London,transit,NA,England,United Kingdom,2020-03-28,13.6
city,London,transit,NA,England,United Kingdom,2020-03-29,13.3
city,London,transit,NA,England,United Kingdom,2020-03-30,14.16
city,London,transit,NA,England,United Kingdom,2020-03-31,13.92
city,London,transit,NA,England,United Kingdom,2020-04-01,13.66
city,London,transit,NA,England,United Kingdom,2020-04-02,13.65
city,London,transit,NA,England,United Kingdom,2020-04-03,13.36
city,London,transit,NA,England,United Kingdom,2020-04-04,12.51
city,London,transit,NA,England,United Kingdom,2020-04-05,12.83
city,London,transit,NA,England,United Kingdom,2020-04-06,13.65
city,London,transit,NA,England,United Kingdom,2020-04-07,13.36
city,London,transit,NA,England,United Kingdom,2020-04-08,13.18
city,London,transit,NA,England,United Kingdom,2020-04-09,13.25
city,London,transit,NA,England,United Kingdom,2020-04-10,12.7
city,London,transit,NA,England,United Kingdom,2020-04-11,12.1
city,London,transit,NA,England,United Kingdom,2020-04-12,11.21
city,London,transit,NA,England,United Kingdom,2020-04-13,12.72
city,London,transit,NA,England,United Kingdom,2020-04-14,13.72
city,London,transit,NA,England,United Kingdom,2020-04-15,13.91
city,London,transit,NA,England,United Kingdom,2020-04-16,13.62
city,London,transit,NA,England,United Kingdom,2020-04-17,13.17
city,London,transit,NA,England,United Kingdom,2020-04-18,12.6
city,London,transit,NA,England,United Kingdom,2020-04-19,13.58
city,London,transit,NA,England,United Kingdom,2020-04-20,14.78
city,London,transit,NA,England,United Kingdom,2020-04-21,14.7
city,London,transit,NA,England,United Kingdom,2020-04-22,14.73
city,London,transit,NA,England,United Kingdom,2020-04-23,14.85
city,London,transit,NA,England,United Kingdom,2020-04-24,14.57
city,London,transit,NA,England,United Kingdom,2020-04-25,14.42
city,London,transit,NA,England,United Kingdom,2020-04-26,15.21
city,London,transit,NA,England,United Kingdom,2020-04-27,15.41
city,London,transit,NA,England,United Kingdom,2020-04-28,14.57
city,London,transit,NA,England,United Kingdom,2020-04-29,15.04
city,London,transit,NA,England,United Kingdom,2020-04-30,14.84
city,London,transit,NA,England,United Kingdom,2020-05-01,15.62
city,London,transit,NA,England,United Kingdom,2020-05-02,15.94
city,London,transit,NA,England,United Kingdom,2020-05-03,16.21
city,London,transit,NA,England,United Kingdom,2020-05-04,17.38
city,London,transit,NA,England,United Kingdom,2020-05-05,17.57
city,London,transit,NA,England,United Kingdom,2020-05-06,17.49
city,London,transit,NA,England,United Kingdom,2020-05-07,17.67
city,London,transit,NA,England,United Kingdom,2020-05-08,17.78
city,London,transit,NA,England,United Kingdom,2020-05-09,18.45
city,London,transit,NA,England,United Kingdom,2020-05-10,17.92
city,London,transit,NA,England,United Kingdom,2020-05-11,NA
city,London,transit,NA,England,United Kingdom,2020-05-12,NA
city,London,transit,NA,England,United Kingdom,2020-05-13,19.95
city,London,transit,NA,England,United Kingdom,2020-05-14,19.73
city,London,transit,NA,England,United Kingdom,2020-05-15,20.81
city,London,transit,NA,England,United Kingdom,2020-05-16,20.38
city,London,transit,NA,England,United Kingdom,2020-05-17,21.57
city,London,transit,NA,England,United Kingdom,2020-05-18,23.72
city,London,transit,NA,England,United Kingdom,2020-05-19,23.93
city,London,transit,NA,England,United Kingdom,2020-05-20,25.82
city,London,transit,NA,England,United Kingdom,2020-05-21,24.67
city,London,transit,NA,England,United Kingdom,2020-05-22,25.06
city,London,transit,NA,England,United Kingdom,2020-05-23,24.28
city,London,transit,NA,England,United Kingdom,2020-05-24,24.9
city,London,transit,NA,England,United Kingdom,2020-05-25,29.48
city,London,transit,NA,England,United Kingdom,2020-05-26,29.31
city,London,transit,NA,England,United Kingdom,2020-05-27,28.33
city,London,transit,NA,England,United Kingdom,2020-05-28,29.02
city,London,transit,NA,England,United Kingdom,2020-05-29,30.22
city,London,transit,NA,England,United Kingdom,2020-05-30,31.42
city,London,transit,NA,England,United Kingdom,2020-05-31,31.19
city,London,transit,NA,England,United Kingdom,2020-06-01,32.18
city,London,transit,NA,England,United Kingdom,2020-06-02,32.59
city,London,transit,NA,England,United Kingdom,2020-06-03,31.34
city,London,transit,NA,England,United Kingdom,2020-06-04,29.03
city,London,transit,NA,England,United Kingdom,2020-06-05,30.35
city,London,transit,NA,England,United Kingdom,2020-06-06,31.14
city,London,transit,NA,England,United Kingdom,2020-06-07,30.97
city,London,transit,NA,England,United Kingdom,2020-06-08,31.01
city,London,transit,NA,England,United Kingdom,2020-06-09,31.85
city,London,transit,NA,England,United Kingdom,2020-06-10,30.17
city,London,transit,NA,England,United Kingdom,2020-06-11,30.24
city,London,transit,NA,England,United Kingdom,2020-06-12,33.37
city,London,transit,NA,England,United Kingdom,2020-06-13,36.8
city,London,transit,NA,England,United Kingdom,2020-06-14,35
city,London,transit,NA,England,United Kingdom,2020-06-15,36.31
city,London,transit,NA,England,United Kingdom,2020-06-16,35.46
city,London,transit,NA,England,United Kingdom,2020-06-17,34.33
city,London,transit,NA,England,United Kingdom,2020-06-18,35.35
city,London,transit,NA,England,United Kingdom,2020-06-19,38.17
city,London,transit,NA,England,United Kingdom,2020-06-20,41.19
city,London,transit,NA,England,United Kingdom,2020-06-21,35.95
city,London,transit,NA,England,United Kingdom,2020-06-22,42.1
city,London,transit,NA,England,United Kingdom,2020-06-23,44.45
city,London,transit,NA,England,United Kingdom,2020-06-24,46.58
city,London,transit,NA,England,United Kingdom,2020-06-25,48.25
city,London,transit,NA,England,United Kingdom,2020-06-26,47.16
city,London,transit,NA,England,United Kingdom,2020-06-27,44.12
city,London,transit,NA,England,United Kingdom,2020-06-28,41.37
city,London,transit,NA,England,United Kingdom,2020-06-29,43.61
city,London,transit,NA,England,United Kingdom,2020-06-30,42.79
city,London,transit,NA,England,United Kingdom,2020-07-01,43.47
city,London,transit,NA,England,United Kingdom,2020-07-02,43.29
city,London,transit,NA,England,United Kingdom,2020-07-03,47.43
city,London,transit,NA,England,United Kingdom,2020-07-04,50.91
city,London,transit,NA,England,United Kingdom,2020-07-05,48.68
city,London,transit,NA,England,United Kingdom,2020-07-06,51.02
city,London,transit,NA,England,United Kingdom,2020-07-07,50.86
city,London,transit,NA,England,United Kingdom,2020-07-08,49.03
city,London,transit,NA,England,United Kingdom,2020-07-09,50.37
city,London,transit,NA,England,United Kingdom,2020-07-10,56.37
city,London,transit,NA,England,United Kingdom,2020-07-11,58.84
city,London,transit,NA,England,United Kingdom,2020-07-12,53.15
city,London,transit,NA,England,United Kingdom,2020-07-13,54.79
city,London,transit,NA,England,United Kingdom,2020-07-14,55.14
city,London,transit,NA,England,United Kingdom,2020-07-15,56.33
city,London,transit,NA,England,United Kingdom,2020-07-16,57.31
city,London,transit,NA,England,United Kingdom,2020-07-17,66.2
city,London,transit,NA,England,United Kingdom,2020-07-18,66.06
city,London,transit,NA,England,United Kingdom,2020-07-19,54.74
city,London,transit,NA,England,United Kingdom,2020-07-20,60.56
city,London,transit,NA,England,United Kingdom,2020-07-21,60.34
city,London,transit,NA,England,United Kingdom,2020-07-22,61.47
city,London,transit,NA,England,United Kingdom,2020-07-23,61.78
city,London,transit,NA,England,United Kingdom,2020-07-24,66.13
city,London,transit,NA,England,United Kingdom,2020-07-25,64
city,London,transit,NA,England,United Kingdom,2020-07-26,59.57
city,London,transit,NA,England,United Kingdom,2020-07-27,61.11
city,London,transit,NA,England,United Kingdom,2020-07-28,63.55
city,London,transit,NA,England,United Kingdom,2020-07-29,65.72
city,London,transit,NA,England,United Kingdom,2020-07-30,67.3
city,London,transit,NA,England,United Kingdom,2020-07-31,71.84
city,London,transit,NA,England,United Kingdom,2020-08-01,70.88
city,London,transit,NA,England,United Kingdom,2020-08-02,63.94
city,London,transit,NA,England,United Kingdom,2020-08-03,67.07
city,London,transit,NA,England,United Kingdom,2020-08-04,67.67
city,London,transit,NA,England,United Kingdom,2020-08-05,70.56
city,London,transit,NA,England,United Kingdom,2020-08-06,70.5
city,London,transit,NA,England,United Kingdom,2020-08-07,74.41
city,London,transit,NA,England,United Kingdom,2020-08-08,74.12
city,London,transit,NA,England,United Kingdom,2020-08-09,65.9
city,London,transit,NA,England,United Kingdom,2020-08-10,71.63
city,London,transit,NA,England,United Kingdom,2020-08-11,69.3
city,London,transit,NA,England,United Kingdom,2020-08-12,68.04
city,London,transit,NA,England,United Kingdom,2020-08-13,68.66
city,London,transit,NA,England,United Kingdom,2020-08-14,71.88
city,London,transit,NA,England,United Kingdom,2020-08-15,71.68
city,London,transit,NA,England,United Kingdom,2020-08-16,64.36
city,London,transit,NA,England,United Kingdom,2020-08-17,72.27
city,London,transit,NA,England,United Kingdom,2020-08-18,73.98
city,London,transit,NA,England,United Kingdom,2020-08-19,72.56
city,London,transit,NA,England,United Kingdom,2020-08-20,75.51
city,London,transit,NA,England,United Kingdom,2020-08-21,77.49
city,London,transit,NA,England,United Kingdom,2020-08-22,81.13
city,London,transit,NA,England,United Kingdom,2020-08-23,70.64
city,London,transit,NA,England,United Kingdom,2020-08-24,76.94
city,London,transit,NA,England,United Kingdom,2020-08-25,78.02
city,London,transit,NA,England,United Kingdom,2020-08-26,82.89
city,London,transit,NA,England,United Kingdom,2020-08-27,74
city,London,transit,NA,England,United Kingdom,2020-08-28,80.93
city,London,transit,NA,England,United Kingdom,2020-08-29,83.81
city,London,transit,NA,England,United Kingdom,2020-08-30,76.04
city,London,transit,NA,England,United Kingdom,2020-08-31,83.39
city,London,transit,NA,England,United Kingdom,2020-09-01,81.02
city,London,transit,NA,England,United Kingdom,2020-09-02,82.55
city,London,transit,NA,England,United Kingdom,2020-09-03,82.17
city,London,transit,NA,England,United Kingdom,2020-09-04,86.65
city,London,transit,NA,England,United Kingdom,2020-09-05,88.04
city,London,transit,NA,England,United Kingdom,2020-09-06,79.68
city,London,transit,NA,England,United Kingdom,2020-09-07,82.09
city,London,transit,NA,England,United Kingdom,2020-09-08,82.83
city,London,transit,NA,England,United Kingdom,2020-09-09,81.07
city,London,transit,NA,England,United Kingdom,2020-09-10,81.32
city,London,transit,NA,England,United Kingdom,2020-09-11,86.93
city,London,transit,NA,England,United Kingdom,2020-09-12,92.73
city,London,transit,NA,England,United Kingdom,2020-09-13,82.51
city,London,transit,NA,England,United Kingdom,2020-09-14,83.06
city,London,transit,NA,England,United Kingdom,2020-09-15,83.16
city,London,transit,NA,England,United Kingdom,2020-09-16,83.36
city,London,transit,NA,England,United Kingdom,2020-09-17,84.44
city,London,transit,NA,England,United Kingdom,2020-09-18,88.49
city,London,transit,NA,England,United Kingdom,2020-09-19,93.2
city,London,transit,NA,England,United Kingdom,2020-09-20,82.1
city,London,transit,NA,England,United Kingdom,2020-09-21,79.03
city,London,transit,NA,England,United Kingdom,2020-09-22,79.07
city,London,transit,NA,England,United Kingdom,2020-09-23,76.77
city,London,transit,NA,England,United Kingdom,2020-09-24,74.67
city,London,transit,NA,England,United Kingdom,2020-09-25,84
city,London,transit,NA,England,United Kingdom,2020-09-26,85.32
city,London,transit,NA,England,United Kingdom,2020-09-27,73.91
city,London,transit,NA,England,United Kingdom,2020-09-28,74.13
city,London,transit,NA,England,United Kingdom,2020-09-29,74.72
city,London,transit,NA,England,United Kingdom,2020-09-30,75.83
city,London,transit,NA,England,United Kingdom,2020-10-01,74.27
city,London,transit,NA,England,United Kingdom,2020-10-02,78.77
city,London,transit,NA,England,United Kingdom,2020-10-03,83.45
city,London,transit,NA,England,United Kingdom,2020-10-04,71.61
city,London,transit,NA,England,United Kingdom,2020-10-05,72.35
city,London,transit,NA,England,United Kingdom,2020-10-06,72.59
city,London,transit,NA,England,United Kingdom,2020-10-07,76.47
city,London,transit,NA,England,United Kingdom,2020-10-08,74.92
city,London,transit,NA,England,United Kingdom,2020-10-09,83.01
city,London,transit,NA,England,United Kingdom,2020-10-10,90.52
city,London,transit,NA,England,United Kingdom,2020-10-11,77.91
city,London,transit,NA,England,United Kingdom,2020-10-12,69.02
city,London,transit,NA,England,United Kingdom,2020-10-13,70.55
city,London,transit,NA,England,United Kingdom,2020-10-14,72.4
city,London,transit,NA,England,United Kingdom,2020-10-15,71.33
city,London,transit,NA,England,United Kingdom,2020-10-16,81.68
city,London,transit,NA,England,United Kingdom,2020-10-17,78.48
city,London,transit,NA,England,United Kingdom,2020-10-18,70.35
city,London,transit,NA,England,United Kingdom,2020-10-19,67.06
city,London,transit,NA,England,United Kingdom,2020-10-20,68.22
city,London,transit,NA,England,United Kingdom,2020-10-21,67.63
city,London,transit,NA,England,United Kingdom,2020-10-22,69.62
city,London,transit,NA,England,United Kingdom,2020-10-23,77.23
city,London,transit,NA,England,United Kingdom,2020-10-24,77.92
city,London,transit,NA,England,United Kingdom,2020-10-25,73.78
city,London,transit,NA,England,United Kingdom,2020-10-26,73.45
city,London,transit,NA,England,United Kingdom,2020-10-27,72.86
city,London,transit,NA,England,United Kingdom,2020-10-28,74.47
city,London,transit,NA,England,United Kingdom,2020-10-29,74.62
city,London,transit,NA,England,United Kingdom,2020-10-30,84.29
city,London,transit,NA,England,United Kingdom,2020-10-31,82.43
city,London,transit,NA,England,United Kingdom,2020-11-01,69.49
city,London,transit,NA,England,United Kingdom,2020-11-02,70.1
city,London,transit,NA,England,United Kingdom,2020-11-03,74.54
city,London,transit,NA,England,United Kingdom,2020-11-04,77.69
city,London,transit,NA,England,United Kingdom,2020-11-05,42.21
city,London,transit,NA,England,United Kingdom,2020-11-06,42.07
city,London,transit,NA,England,United Kingdom,2020-11-07,41.63
city,London,transit,NA,England,United Kingdom,2020-11-08,41.48
city,London,transit,NA,England,United Kingdom,2020-11-09,45.85
city,London,transit,NA,England,United Kingdom,2020-11-10,45.65
city,London,transit,NA,England,United Kingdom,2020-11-11,46.05
city,London,transit,NA,England,United Kingdom,2020-11-12,45.31
city,London,transit,NA,England,United Kingdom,2020-11-13,47.1
city,London,transit,NA,England,United Kingdom,2020-11-14,42.87
city,London,transit,NA,England,United Kingdom,2020-11-15,43.37
city,London,transit,NA,England,United Kingdom,2020-11-16,45.65
city,London,transit,NA,England,United Kingdom,2020-11-17,45.76
city,London,transit,NA,England,United Kingdom,2020-11-18,45.9
city,London,transit,NA,England,United Kingdom,2020-11-19,44.27
city,London,transit,NA,England,United Kingdom,2020-11-20,47.17
city,London,transit,NA,England,United Kingdom,2020-11-21,48.9
city,London,transit,NA,England,United Kingdom,2020-11-22,46.69
city,London,transit,NA,England,United Kingdom,2020-11-23,47.97
city,London,transit,NA,England,United Kingdom,2020-11-24,47.62
city,London,transit,NA,England,United Kingdom,2020-11-25,46.59
city,London,transit,NA,England,United Kingdom,2020-11-26,47.5
city,London,transit,NA,England,United Kingdom,2020-11-27,50.13
city,London,transit,NA,England,United Kingdom,2020-11-28,51.71
city,London,transit,NA,England,United Kingdom,2020-11-29,47.2
city,London,transit,NA,England,United Kingdom,2020-11-30,50.61
city,London,transit,NA,England,United Kingdom,2020-12-01,52.95
city,London,transit,NA,England,United Kingdom,2020-12-02,60.57
city,London,transit,NA,England,United Kingdom,2020-12-03,63.77
city,London,transit,NA,England,United Kingdom,2020-12-04,74.48
city,London,transit,NA,England,United Kingdom,2020-12-05,82.08
city,London,transit,NA,England,United Kingdom,2020-12-06,66.9
city,London,transit,NA,England,United Kingdom,2020-12-07,64.8
city,London,transit,NA,England,United Kingdom,2020-12-08,64.62
city,London,transit,NA,England,United Kingdom,2020-12-09,66.81
city,London,transit,NA,England,United Kingdom,2020-12-10,67.78
city,London,transit,NA,England,United Kingdom,2020-12-11,79.32
city,London,transit,NA,England,United Kingdom,2020-12-12,84.59
city,London,transit,NA,England,United Kingdom,2020-12-13,66.44
city,London,transit,NA,England,United Kingdom,2020-12-14,69.28
city,London,transit,NA,England,United Kingdom,2020-12-15,73.29
city,London,transit,NA,England,United Kingdom,2020-12-16,56.77
city,London,transit,NA,England,United Kingdom,2020-12-17,57.6
city,London,transit,NA,England,United Kingdom,2020-12-18,60.39
city,London,transit,NA,England,United Kingdom,2020-12-19,53.79
city,London,transit,NA,England,United Kingdom,2020-12-20,39.87
city,London,transit,NA,England,United Kingdom,2020-12-21,40.4
city,London,transit,NA,England,United Kingdom,2020-12-22,37.09
city,London,transit,NA,England,United Kingdom,2020-12-23,37.33
city,London,transit,NA,England,United Kingdom,2020-12-24,31.69
city,London,transit,NA,England,United Kingdom,2020-12-25,15.54
city,London,transit,NA,England,United Kingdom,2020-12-26,29.42
city,London,transit,NA,England,United Kingdom,2020-12-27,32.85
city,London,transit,NA,England,United Kingdom,2020-12-28,34.62
city,London,transit,NA,England,United Kingdom,2020-12-29,36.66
city,London,transit,NA,England,United Kingdom,2020-12-30,36.48
city,London,transit,NA,England,United Kingdom,2020-12-31,34.43
city,London,transit,NA,England,United Kingdom,2021-01-01,26.45
city,London,transit,NA,England,United Kingdom,2021-01-02,34.41
city,London,transit,NA,England,United Kingdom,2021-01-03,36.62
city,London,transit,NA,England,United Kingdom,2021-01-04,37.35
city,London,transit,NA,England,United Kingdom,2021-01-05,33.89
city,London,transit,NA,England,United Kingdom,2021-01-06,33.01
city,London,transit,NA,England,United Kingdom,2021-01-07,32.43
city,London,transit,NA,England,United Kingdom,2021-01-08,33.25
city,London,transit,NA,England,United Kingdom,2021-01-09,32.92
city,London,transit,NA,England,United Kingdom,2021-01-10,32.37
city,London,transit,NA,England,United Kingdom,2021-01-11,33.47
city,London,transit,NA,England,United Kingdom,2021-01-12,33.13
city,London,transit,NA,England,United Kingdom,2021-01-13,32.94
city,London,transit,NA,England,United Kingdom,2021-01-14,32.44
city,London,transit,NA,England,United Kingdom,2021-01-15,34.1
city,London,transit,NA,England,United Kingdom,2021-01-16,32.99
city,London,transit,NA,England,United Kingdom,2021-01-17,34.13
city,London,transit,NA,England,United Kingdom,2021-01-18,35.14
city,London,transit,NA,England,United Kingdom,2021-01-19,34.67
city,London,transit,NA,England,United Kingdom,2021-01-20,34.23
city,London,transit,NA,England,United Kingdom,2021-01-21,34.56
city,London,transit,NA,England,United Kingdom,2021-01-22,36.62
city,London,transit,NA,England,United Kingdom,2021-01-23,36.39
city,London,transit,NA,England,United Kingdom,2021-01-24,33.49
city,London,transit,NA,England,United Kingdom,2021-01-25,36.19
city,London,transit,NA,England,United Kingdom,2021-01-26,34.67
city,London,transit,NA,England,United Kingdom,2021-01-27,35.25
city,London,transit,NA,England,United Kingdom,2021-01-28,36.32
city,London,transit,NA,England,United Kingdom,2021-01-29,37.29
city,London,transit,NA,England,United Kingdom,2021-01-30,35.55
city,London,transit,NA,England,United Kingdom,2021-01-31,36.12
city,London,transit,NA,England,United Kingdom,2021-02-01,36.41
city,London,transit,NA,England,United Kingdom,2021-02-02,35.92
city,London,transit,NA,England,United Kingdom,2021-02-03,36.51
city,London,transit,NA,England,United Kingdom,2021-02-04,36.67
city,London,transit,NA,England,United Kingdom,2021-02-05,39.61
city,London,transit,NA,England,United Kingdom,2021-02-06,38.97
city,London,transit,NA,England,United Kingdom,2021-02-07,35.3
city,London,transit,NA,England,United Kingdom,2021-02-08,36.45
city,London,transit,NA,England,United Kingdom,2021-02-09,35.8
city,London,transit,NA,England,United Kingdom,2021-02-10,37.72
city,London,transit,NA,England,United Kingdom,2021-02-11,37.17
city,London,transit,NA,England,United Kingdom,2021-02-12,39.56
city,London,transit,NA,England,United Kingdom,2021-02-13,39.98
city,London,transit,NA,England,United Kingdom,2021-02-14,37.2
city,London,transit,NA,England,United Kingdom,2021-02-15,41.63
city,London,transit,NA,England,United Kingdom,2021-02-16,41.12
city,London,transit,NA,England,United Kingdom,2021-02-17,42.83
city,London,transit,NA,England,United Kingdom,2021-02-18,42.44
city,London,transit,NA,England,United Kingdom,2021-02-19,45.28
city,London,transit,NA,England,United Kingdom,2021-02-20,46.48
city,London,transit,NA,England,United Kingdom,2021-02-21,43.4
city,London,transit,NA,England,United Kingdom,2021-02-22,44.78
city,London,transit,NA,England,United Kingdom,2021-02-23,45.54
city,London,transit,NA,England,United Kingdom,2021-02-24,46.37
city,London,transit,NA,England,United Kingdom,2021-02-25,45.48
city,London,transit,NA,England,United Kingdom,2021-02-26,50.27
city,London,transit,NA,England,United Kingdom,2021-02-27,53.59
city,London,transit,NA,England,United Kingdom,2021-02-28,46.88
city,London,transit,NA,England,United Kingdom,2021-03-01,48.31
city,London,transit,NA,England,United Kingdom,2021-03-02,47.79
city,London,transit,NA,England,United Kingdom,2021-03-03,47.4
city,London,transit,NA,England,United Kingdom,2021-03-04,46.73
city,London,transit,NA,England,United Kingdom,2021-03-05,51.26
city,London,transit,NA,England,United Kingdom,2021-03-06,52.48
city,London,transit,NA,England,United Kingdom,2021-03-07,49.76
city,London,walking,NA,England,United Kingdom,2020-01-13,100
city,London,walking,NA,England,United Kingdom,2020-01-14,108.89
city,London,walking,NA,England,United Kingdom,2020-01-15,116.84
city,London,walking,NA,England,United Kingdom,2020-01-16,118.82
city,London,walking,NA,England,United Kingdom,2020-01-17,132.18
city,London,walking,NA,England,United Kingdom,2020-01-18,160.29
city,London,walking,NA,England,United Kingdom,2020-01-19,105.12
city,London,walking,NA,England,United Kingdom,2020-01-20,108.02
city,London,walking,NA,England,United Kingdom,2020-01-21,120.52
city,London,walking,NA,England,United Kingdom,2020-01-22,124.81
city,London,walking,NA,England,United Kingdom,2020-01-23,127.01
city,London,walking,NA,England,United Kingdom,2020-01-24,137.38
city,London,walking,NA,England,United Kingdom,2020-01-25,162.41
city,London,walking,NA,England,United Kingdom,2020-01-26,97.16
city,London,walking,NA,England,United Kingdom,2020-01-27,100.01
city,London,walking,NA,England,United Kingdom,2020-01-28,113.27
city,London,walking,NA,England,United Kingdom,2020-01-29,122.75
city,London,walking,NA,England,United Kingdom,2020-01-30,124.96
city,London,walking,NA,England,United Kingdom,2020-01-31,144.13
city,London,walking,NA,England,United Kingdom,2020-02-01,161.17
city,London,walking,NA,England,United Kingdom,2020-02-02,103.93
city,London,walking,NA,England,United Kingdom,2020-02-03,105.67
city,London,walking,NA,England,United Kingdom,2020-02-04,115.03
city,London,walking,NA,England,United Kingdom,2020-02-05,125.42
city,London,walking,NA,England,United Kingdom,2020-02-06,128.43
city,London,walking,NA,England,United Kingdom,2020-02-07,140.65
city,London,walking,NA,England,United Kingdom,2020-02-08,167.8
city,London,walking,NA,England,United Kingdom,2020-02-09,76.79
city,London,walking,NA,England,United Kingdom,2020-02-10,100.51
city,London,walking,NA,England,United Kingdom,2020-02-11,115.26
city,London,walking,NA,England,United Kingdom,2020-02-12,125.35
city,London,walking,NA,England,United Kingdom,2020-02-13,124.69
city,London,walking,NA,England,United Kingdom,2020-02-14,150.77
city,London,walking,NA,England,United Kingdom,2020-02-15,149.35
city,London,walking,NA,England,United Kingdom,2020-02-16,96.03
city,London,walking,NA,England,United Kingdom,2020-02-17,131.2
city,London,walking,NA,England,United Kingdom,2020-02-18,131.72
city,London,walking,NA,England,United Kingdom,2020-02-19,137.59
city,London,walking,NA,England,United Kingdom,2020-02-20,136.05
city,London,walking,NA,England,United Kingdom,2020-02-21,153.95
city,London,walking,NA,England,United Kingdom,2020-02-22,170.22
city,London,walking,NA,England,United Kingdom,2020-02-23,104.41
city,London,walking,NA,England,United Kingdom,2020-02-24,104.32
city,London,walking,NA,England,United Kingdom,2020-02-25,119.88
city,London,walking,NA,England,United Kingdom,2020-02-26,125.12
city,London,walking,NA,England,United Kingdom,2020-02-27,123.88
city,London,walking,NA,England,United Kingdom,2020-02-28,133.76
city,London,walking,NA,England,United Kingdom,2020-02-29,153.92
city,London,walking,NA,England,United Kingdom,2020-03-01,109.26
city,London,walking,NA,England,United Kingdom,2020-03-02,103.64
city,London,walking,NA,England,United Kingdom,2020-03-03,114.68
city,London,walking,NA,England,United Kingdom,2020-03-04,114.25
city,London,walking,NA,England,United Kingdom,2020-03-05,106.5
