geo_type,region,transportation_type,alternative_name,sub_region,country,date,score
city,Bristol,driving,NA,England,United Kingdom,2020-07-22,96.13
city,Bristol,driving,NA,England,United Kingdom,2020-07-23,95.56
city,Bristol,driving,NA,England,United Kingdom,2020-07-24,111.3
city,Bristol,driving,NA,England,United Kingdom,2020-07-25,97.21
city,Bristol,driving,NA,England,United Kingdom,2020-07-26,86.28
city,Bristol,driving,NA,England,United Kingdom,2020-07-27,96.29
city,Bristol,driving,NA,England,United Kingdom,2020-07-28,97.93
city,Bristol,driving,NA,England,United Kingdom,2020-07-29,99.23
city,Bristol,driving,NA,England,United Kingdom,2020-07-30,105.92
city,Bristol,driving,NA,England,United Kingdom,2020-07-31,131.22
city,Bristol,driving,NA,England,United Kingdom,2020-08-01,112.76
city,Bristol,driving,NA,England,United Kingdom,2020-08-02,92.43
city,Bristol,driving,NA,England,United Kingdom,2020-08-03,106.58
city,Bristol,driving,NA,England,United Kingdom,2020-08-04,104.21
city,Bristol,driving,NA,England,United Kingdom,2020-08-05,104.6
city,Bristol,driving,NA,England,United Kingdom,2020-08-06,106.22
city,Bristol,driving,NA,England,United Kingdom,2020-08-07,128.96
city,Bristol,driving,NA,England,United Kingdom,2020-08-08,116.71
city,Bristol,driving,NA,England,United Kingdom,2020-08-09,93.44
city,Bristol,driving,NA,England,United Kingdom,2020-08-10,106.78
city,Bristol,driving,NA,England,United Kingdom,2020-08-11,103.75
city,Bristol,driving,NA,England,United Kingdom,2020-08-12,104.13
city,Bristol,driving,NA,England,United Kingdom,2020-08-13,102.55
city,Bristol,driving,NA,England,United Kingdom,2020-08-14,121.91
city,Bristol,driving,NA,England,United Kingdom,2020-08-15,110.63
city,Bristol,driving,NA,England,United Kingdom,2020-08-16,93.29
city,Bristol,driving,NA,England,United Kingdom,2020-08-17,110.62
city,Bristol,driving,NA,England,United Kingdom,2020-08-18,105.29
city,Bristol,driving,NA,England,United Kingdom,2020-08-19,106.5
city,Bristol,driving,NA,England,United Kingdom,2020-08-20,110.65
city,Bristol,driving,NA,England,United Kingdom,2020-08-21,127.17
city,Bristol,driving,NA,England,United Kingdom,2020-08-22,116.04
city,Bristol,driving,NA,England,United Kingdom,2020-08-23,96.55
city,Bristol,driving,NA,England,United Kingdom,2020-08-24,113.05
city,Bristol,driving,NA,England,United Kingdom,2020-08-25,109.93
city,Bristol,driving,NA,England,United Kingdom,2020-08-26,115.41
city,Bristol,driving,NA,England,United Kingdom,2020-08-27,113.27
city,Bristol,driving,NA,England,United Kingdom,2020-08-28,137.26
city,Bristol,driving,NA,England,United Kingdom,2020-08-29,121.8
city,Bristol,driving,NA,England,United Kingdom,2020-08-30,97.09
city,Bristol,driving,NA,England,United Kingdom,2020-08-31,106.82
city,Bristol,driving,NA,England,United Kingdom,2020-09-01,110.57
city,Bristol,driving,NA,England,United Kingdom,2020-09-02,108.71
city,Bristol,driving,NA,England,United Kingdom,2020-09-03,106.5
city,Bristol,driving,NA,England,United Kingdom,2020-09-04,126.1
city,Bristol,driving,NA,England,United Kingdom,2020-09-05,117.33
city,Bristol,driving,NA,England,United Kingdom,2020-09-06,98.9
city,Bristol,driving,NA,England,United Kingdom,2020-09-07,106.93
city,Bristol,driving,NA,England,United Kingdom,2020-09-08,105.5
city,Bristol,driving,NA,England,United Kingdom,2020-09-09,105.59
city,Bristol,driving,NA,England,United Kingdom,2020-09-10,106.98
city,Bristol,driving,NA,England,United Kingdom,2020-09-11,122.07
city,Bristol,driving,NA,England,United Kingdom,2020-09-12,122.07
city,Bristol,driving,NA,England,United Kingdom,2020-09-13,109.44
city,Bristol,driving,NA,England,United Kingdom,2020-09-14,108.9
city,Bristol,driving,NA,England,United Kingdom,2020-09-15,105.55
city,Bristol,driving,NA,England,United Kingdom,2020-09-16,107.31
city,Bristol,driving,NA,England,United Kingdom,2020-09-17,108.27
city,Bristol,driving,NA,England,United Kingdom,2020-09-18,134.16
city,Bristol,driving,NA,England,United Kingdom,2020-09-19,122.03
city,Bristol,driving,NA,England,United Kingdom,2020-09-20,145.25
city,Bristol,driving,NA,England,United Kingdom,2020-09-21,107.68
city,Bristol,driving,NA,England,United Kingdom,2020-09-22,103.32
city,Bristol,driving,NA,England,United Kingdom,2020-09-23,105.04
city,Bristol,driving,NA,England,United Kingdom,2020-09-24,106.7
city,Bristol,driving,NA,England,United Kingdom,2020-09-25,122.61
city,Bristol,driving,NA,England,United Kingdom,2020-09-26,116.83
city,Bristol,driving,NA,England,United Kingdom,2020-09-27,100.67
city,Bristol,driving,NA,England,United Kingdom,2020-09-28,102.74
city,Bristol,driving,NA,England,United Kingdom,2020-09-29,101.03
city,Bristol,driving,NA,England,United Kingdom,2020-09-30,101.38
city,Bristol,driving,NA,England,United Kingdom,2020-10-01,101.31
city,Bristol,driving,NA,England,United Kingdom,2020-10-02,117.1
city,Bristol,driving,NA,England,United Kingdom,2020-10-03,109.44
city,Bristol,driving,NA,England,United Kingdom,2020-10-04,87.72
city,Bristol,driving,NA,England,United Kingdom,2020-10-05,97.91
city,Bristol,driving,NA,England,United Kingdom,2020-10-06,98.98
city,Bristol,driving,NA,England,United Kingdom,2020-10-07,101.99
city,Bristol,driving,NA,England,United Kingdom,2020-10-08,102.57
city,Bristol,driving,NA,England,United Kingdom,2020-10-09,110.99
city,Bristol,driving,NA,England,United Kingdom,2020-10-10,110.54
city,Bristol,driving,NA,England,United Kingdom,2020-10-11,94.22
city,Bristol,driving,NA,England,United Kingdom,2020-10-12,96.55
city,Bristol,driving,NA,England,United Kingdom,2020-10-13,96.59
city,Bristol,driving,NA,England,United Kingdom,2020-10-14,97.66
city,Bristol,driving,NA,England,United Kingdom,2020-10-15,98.48
city,Bristol,driving,NA,England,United Kingdom,2020-10-16,107.74
city,Bristol,driving,NA,England,United Kingdom,2020-10-17,104.29
city,Bristol,driving,NA,England,United Kingdom,2020-10-18,90.74
city,Bristol,driving,NA,England,United Kingdom,2020-10-19,95.09
city,Bristol,driving,NA,England,United Kingdom,2020-10-20,95.23
city,Bristol,driving,NA,England,United Kingdom,2020-10-21,98.68
city,Bristol,driving,NA,England,United Kingdom,2020-10-22,100.54
city,Bristol,driving,NA,England,United Kingdom,2020-10-23,111.44
city,Bristol,driving,NA,England,United Kingdom,2020-10-24,104.56
city,Bristol,driving,NA,England,United Kingdom,2020-10-25,93.42
city,Bristol,driving,NA,England,United Kingdom,2020-10-26,104.1
city,Bristol,driving,NA,England,United Kingdom,2020-10-27,113.55
city,Bristol,driving,NA,England,United Kingdom,2020-10-28,105.45
city,Bristol,driving,NA,England,United Kingdom,2020-10-29,105.19
city,Bristol,driving,NA,England,United Kingdom,2020-10-30,119.86
city,Bristol,driving,NA,England,United Kingdom,2020-10-31,104.02
city,Bristol,driving,NA,England,United Kingdom,2020-11-01,81.28
city,Bristol,driving,NA,England,United Kingdom,2020-11-02,93.31
city,Bristol,driving,NA,England,United Kingdom,2020-11-03,98.75
city,Bristol,driving,NA,England,United Kingdom,2020-11-04,104.65
city,Bristol,driving,NA,England,United Kingdom,2020-11-05,66.67
city,Bristol,driving,NA,England,United Kingdom,2020-11-06,69.02
city,Bristol,driving,NA,England,United Kingdom,2020-11-07,58.99
city,Bristol,driving,NA,England,United Kingdom,2020-11-08,49.35
city,Bristol,driving,NA,England,United Kingdom,2020-11-09,67.01
city,Bristol,driving,NA,England,United Kingdom,2020-11-10,67.53
city,Bristol,driving,NA,England,United Kingdom,2020-11-11,66.37
city,Bristol,driving,NA,England,United Kingdom,2020-11-12,67.71
city,Bristol,driving,NA,England,United Kingdom,2020-11-13,73.15
city,Bristol,driving,NA,England,United Kingdom,2020-11-14,59.77
city,Bristol,driving,NA,England,United Kingdom,2020-11-15,52.73
city,Bristol,driving,NA,England,United Kingdom,2020-11-16,64.23
city,Bristol,driving,NA,England,United Kingdom,2020-11-17,65.99
city,Bristol,driving,NA,England,United Kingdom,2020-11-18,66.81
city,Bristol,driving,NA,England,United Kingdom,2020-11-19,68.27
city,Bristol,driving,NA,England,United Kingdom,2020-11-20,74.97
city,Bristol,driving,NA,England,United Kingdom,2020-11-21,65.31
city,Bristol,driving,NA,England,United Kingdom,2020-11-22,57.5
city,Bristol,driving,NA,England,United Kingdom,2020-11-23,67.47
city,Bristol,driving,NA,England,United Kingdom,2020-11-24,69
city,Bristol,driving,NA,England,United Kingdom,2020-11-25,69.19
city,Bristol,driving,NA,England,United Kingdom,2020-11-26,70.8
city,Bristol,driving,NA,England,United Kingdom,2020-11-27,74.66
city,Bristol,driving,NA,England,United Kingdom,2020-11-28,65.73
city,Bristol,driving,NA,England,United Kingdom,2020-11-29,55.41
city,Bristol,driving,NA,England,United Kingdom,2020-11-30,70.74
city,Bristol,driving,NA,England,United Kingdom,2020-12-01,71.31
city,Bristol,driving,NA,England,United Kingdom,2020-12-02,74.64
city,Bristol,driving,NA,England,United Kingdom,2020-12-03,79.38
city,Bristol,driving,NA,England,United Kingdom,2020-12-04,83.41
city,Bristol,driving,NA,England,United Kingdom,2020-12-05,75.07
city,Bristol,driving,NA,England,United Kingdom,2020-12-06,63.53
city,Bristol,driving,NA,England,United Kingdom,2020-12-07,77.66
city,Bristol,driving,NA,England,United Kingdom,2020-12-08,76.49
city,Bristol,driving,NA,England,United Kingdom,2020-12-09,79.54
city,Bristol,driving,NA,England,United Kingdom,2020-12-10,78.41
city,Bristol,driving,NA,England,United Kingdom,2020-12-11,85.37
city,Bristol,driving,NA,England,United Kingdom,2020-12-12,75.88
city,Bristol,driving,NA,England,United Kingdom,2020-12-13,58.07
city,Bristol,driving,NA,England,United Kingdom,2020-12-14,75.32
city,Bristol,driving,NA,England,United Kingdom,2020-12-15,74.87
city,Bristol,driving,NA,England,United Kingdom,2020-12-16,73.61
city,Bristol,driving,NA,England,United Kingdom,2020-12-17,77.91
city,Bristol,driving,NA,England,United Kingdom,2020-12-18,84.02
city,Bristol,driving,NA,England,United Kingdom,2020-12-19,76.85
city,Bristol,driving,NA,England,United Kingdom,2020-12-20,60.98
city,Bristol,driving,NA,England,United Kingdom,2020-12-21,76.88
city,Bristol,driving,NA,England,United Kingdom,2020-12-22,75.14
city,Bristol,driving,NA,England,United Kingdom,2020-12-23,75.55
city,Bristol,driving,NA,England,United Kingdom,2020-12-24,53.32
city,Bristol,driving,NA,England,United Kingdom,2020-12-25,20.19
city,Bristol,driving,NA,England,United Kingdom,2020-12-26,31.61
city,Bristol,driving,NA,England,United Kingdom,2020-12-27,44.12
city,Bristol,driving,NA,England,United Kingdom,2020-12-28,48.75
city,Bristol,driving,NA,England,United Kingdom,2020-12-29,57.8
city,Bristol,driving,NA,England,United Kingdom,2020-12-30,59.18
city,Bristol,driving,NA,England,United Kingdom,2020-12-31,62.78
city,Bristol,driving,NA,England,United Kingdom,2021-01-01,40.37
city,Bristol,driving,NA,England,United Kingdom,2021-01-02,54.3
city,Bristol,driving,NA,England,United Kingdom,2021-01-03,50.38
city,Bristol,driving,NA,England,United Kingdom,2021-01-04,59.78
city,Bristol,driving,NA,England,United Kingdom,2021-01-05,56.64
city,Bristol,driving,NA,England,United Kingdom,2021-01-06,54.69
city,Bristol,driving,NA,England,United Kingdom,2021-01-07,54.07
city,Bristol,driving,NA,England,United Kingdom,2021-01-08,58.9
city,Bristol,driving,NA,England,United Kingdom,2021-01-09,53.44
city,Bristol,driving,NA,England,United Kingdom,2021-01-10,45.5
city,Bristol,driving,NA,England,United Kingdom,2021-01-11,56.39
city,Bristol,driving,NA,England,United Kingdom,2021-01-12,56.56
city,Bristol,driving,NA,England,United Kingdom,2021-01-13,56.83
city,Bristol,driving,NA,England,United Kingdom,2021-01-14,55.53
city,Bristol,driving,NA,England,United Kingdom,2021-01-15,61.09
city,Bristol,driving,NA,England,United Kingdom,2021-01-16,52.83
city,Bristol,driving,NA,England,United Kingdom,2021-01-17,47.59
city,Bristol,driving,NA,England,United Kingdom,2021-01-18,55.99
city,Bristol,driving,NA,England,United Kingdom,2021-01-19,56.36
city,Bristol,driving,NA,England,United Kingdom,2021-01-20,55.71
city,Bristol,driving,NA,England,United Kingdom,2021-01-21,59.69
city,Bristol,driving,NA,England,United Kingdom,2021-01-22,63.57
city,Bristol,driving,NA,England,United Kingdom,2021-01-23,57.65
city,Bristol,driving,NA,England,United Kingdom,2021-01-24,39.8
city,Bristol,driving,NA,England,United Kingdom,2021-01-25,59.41
city,Bristol,driving,NA,England,United Kingdom,2021-01-26,58.96
city,Bristol,driving,NA,England,United Kingdom,2021-01-27,59.56
city,Bristol,driving,NA,England,United Kingdom,2021-01-28,60.54
city,Bristol,driving,NA,England,United Kingdom,2021-01-29,68.87
city,Bristol,driving,NA,England,United Kingdom,2021-01-30,57.96
city,Bristol,driving,NA,England,United Kingdom,2021-01-31,47.45
city,Bristol,driving,NA,England,United Kingdom,2021-02-01,61.56
city,Bristol,driving,NA,England,United Kingdom,2021-02-02,61.54
city,Bristol,driving,NA,England,United Kingdom,2021-02-03,61.74
city,Bristol,driving,NA,England,United Kingdom,2021-02-04,61.91
city,Bristol,driving,NA,England,United Kingdom,2021-02-05,70.05
city,Bristol,driving,NA,England,United Kingdom,2021-02-06,62.01
city,Bristol,driving,NA,England,United Kingdom,2021-02-07,49.31
city,Bristol,driving,NA,England,United Kingdom,2021-02-08,60.27
city,Bristol,driving,NA,England,United Kingdom,2021-02-09,60.97
city,Bristol,driving,NA,England,United Kingdom,2021-02-10,60.58
city,Bristol,driving,NA,England,United Kingdom,2021-02-11,60.44
city,Bristol,driving,NA,England,United Kingdom,2021-02-12,70.49
city,Bristol,driving,NA,England,United Kingdom,2021-02-13,62.62
city,Bristol,driving,NA,England,United Kingdom,2021-02-14,50.77
city,Bristol,driving,NA,England,United Kingdom,2021-02-15,62.84
city,Bristol,driving,NA,England,United Kingdom,2021-02-16,64.29
city,Bristol,driving,NA,England,United Kingdom,2021-02-17,65.55
city,Bristol,driving,NA,England,United Kingdom,2021-02-18,66.24
city,Bristol,driving,NA,England,United Kingdom,2021-02-19,71.03
city,Bristol,driving,NA,England,United Kingdom,2021-02-20,60.67
city,Bristol,driving,NA,England,United Kingdom,2021-02-21,52.36
city,Bristol,driving,NA,England,United Kingdom,2021-02-22,65.91
city,Bristol,driving,NA,England,United Kingdom,2021-02-23,66.35
city,Bristol,driving,NA,England,United Kingdom,2021-02-24,65.86
city,Bristol,driving,NA,England,United Kingdom,2021-02-25,70.15
city,Bristol,driving,NA,England,United Kingdom,2021-02-26,79.01
city,Bristol,driving,NA,England,United Kingdom,2021-02-27,72.62
city,Bristol,driving,NA,England,United Kingdom,2021-02-28,61.59
city,Bristol,driving,NA,England,United Kingdom,2021-03-01,68.03
city,Bristol,driving,NA,England,United Kingdom,2021-03-02,68.16
city,Bristol,driving,NA,England,United Kingdom,2021-03-03,67.66
city,Bristol,driving,NA,England,United Kingdom,2021-03-04,67.45
city,Bristol,driving,NA,England,United Kingdom,2021-03-05,75.2
city,Bristol,driving,NA,England,United Kingdom,2021-03-06,69.66
city,Bristol,driving,NA,England,United Kingdom,2021-03-07,58.44
city,Bristol,transit,NA,England,United Kingdom,2020-01-13,100
city,Bristol,transit,NA,England,United Kingdom,2020-01-14,103.76
city,Bristol,transit,NA,England,United Kingdom,2020-01-15,105.31
city,Bristol,transit,NA,England,United Kingdom,2020-01-16,103.86
city,Bristol,transit,NA,England,United Kingdom,2020-01-17,109.37
city,Bristol,transit,NA,England,United Kingdom,2020-01-18,106.35
city,Bristol,transit,NA,England,United Kingdom,2020-01-19,93.67
city,Bristol,transit,NA,England,United Kingdom,2020-01-20,112.34
city,Bristol,transit,NA,England,United Kingdom,2020-01-21,107.49
city,Bristol,transit,NA,England,United Kingdom,2020-01-22,114.25
city,Bristol,transit,NA,England,United Kingdom,2020-01-23,110.22
city,Bristol,transit,NA,England,United Kingdom,2020-01-24,124.47
city,Bristol,transit,NA,England,United Kingdom,2020-01-25,111.48
city,Bristol,transit,NA,England,United Kingdom,2020-01-26,94
city,Bristol,transit,NA,England,United Kingdom,2020-01-27,107.79
city,Bristol,transit,NA,England,United Kingdom,2020-01-28,115.17
city,Bristol,transit,NA,England,United Kingdom,2020-01-29,113.64
city,Bristol,transit,NA,England,United Kingdom,2020-01-30,108.12
city,Bristol,transit,NA,England,United Kingdom,2020-01-31,125.33
city,Bristol,transit,NA,England,United Kingdom,2020-02-01,120.46
city,Bristol,transit,NA,England,United Kingdom,2020-02-02,93.59
city,Bristol,transit,NA,England,United Kingdom,2020-02-03,106.33
city,Bristol,transit,NA,England,United Kingdom,2020-02-04,111.9
city,Bristol,transit,NA,England,United Kingdom,2020-02-05,108.32
city,Bristol,transit,NA,England,United Kingdom,2020-02-06,114.67
city,Bristol,transit,NA,England,United Kingdom,2020-02-07,121.88
city,Bristol,transit,NA,England,United Kingdom,2020-02-08,119.27
city,Bristol,transit,NA,England,United Kingdom,2020-02-09,89.65
city,Bristol,transit,NA,England,United Kingdom,2020-02-10,105.52
city,Bristol,transit,NA,England,United Kingdom,2020-02-11,114.34
city,Bristol,transit,NA,England,United Kingdom,2020-02-12,125.11
city,Bristol,transit,NA,England,United Kingdom,2020-02-13,110.38
city,Bristol,transit,NA,England,United Kingdom,2020-02-14,124.89
city,Bristol,transit,NA,England,United Kingdom,2020-02-15,110.16
city,Bristol,transit,NA,England,United Kingdom,2020-02-16,96.52
city,Bristol,transit,NA,England,United Kingdom,2020-02-17,114.38
city,Bristol,transit,NA,England,United Kingdom,2020-02-18,116.76
city,Bristol,transit,NA,England,United Kingdom,2020-02-19,124.86
city,Bristol,transit,NA,England,United Kingdom,2020-02-20,111.84
city,Bristol,transit,NA,England,United Kingdom,2020-02-21,127.01
city,Bristol,transit,NA,England,United Kingdom,2020-02-22,112.42
city,Bristol,transit,NA,England,United Kingdom,2020-02-23,97.65
city,Bristol,transit,NA,England,United Kingdom,2020-02-24,108.76
city,Bristol,transit,NA,England,United Kingdom,2020-02-25,110.05
city,Bristol,transit,NA,England,United Kingdom,2020-02-26,114.49
city,Bristol,transit,NA,England,United Kingdom,2020-02-27,110.32
city,Bristol,transit,NA,England,United Kingdom,2020-02-28,120.41
city,Bristol,transit,NA,England,United Kingdom,2020-02-29,113.7
city,Bristol,transit,NA,England,United Kingdom,2020-03-01,93.43
city,Bristol,transit,NA,England,United Kingdom,2020-03-02,105.2
city,Bristol,transit,NA,England,United Kingdom,2020-03-03,105.41
city,Bristol,transit,NA,England,United Kingdom,2020-03-04,107.38
city,Bristol,transit,NA,England,United Kingdom,2020-03-05,104.41
city,Bristol,transit,NA,England,United Kingdom,2020-03-06,115.36
city,Bristol,transit,NA,England,United Kingdom,2020-03-07,114
city,Bristol,transit,NA,England,United Kingdom,2020-03-08,92.44
city,Bristol,transit,NA,England,United Kingdom,2020-03-09,99.97
city,Bristol,transit,NA,England,United Kingdom,2020-03-10,105.82
city,Bristol,transit,NA,England,United Kingdom,2020-03-11,100.2
city,Bristol,transit,NA,England,United Kingdom,2020-03-12,90.77
city,Bristol,transit,NA,England,United Kingdom,2020-03-13,98.64
city,Bristol,transit,NA,England,United Kingdom,2020-03-14,89.43
city,Bristol,transit,NA,England,United Kingdom,2020-03-15,70.31
city,Bristol,transit,NA,England,United Kingdom,2020-03-16,67.03
city,Bristol,transit,NA,England,United Kingdom,2020-03-17,55.54
city,Bristol,transit,NA,England,United Kingdom,2020-03-18,43.39
city,Bristol,transit,NA,England,United Kingdom,2020-03-19,41.32
city,Bristol,transit,NA,England,United Kingdom,2020-03-20,38.96
city,Bristol,transit,NA,England,United Kingdom,2020-03-21,29.14
city,Bristol,transit,NA,England,United Kingdom,2020-03-22,25.79
city,Bristol,transit,NA,England,United Kingdom,2020-03-23,27.57
city,Bristol,transit,NA,England,United Kingdom,2020-03-24,18.7
city,Bristol,transit,NA,England,United Kingdom,2020-03-25,17.46
city,Bristol,transit,NA,England,United Kingdom,2020-03-26,16.21
city,Bristol,transit,NA,England,United Kingdom,2020-03-27,14.92
city,Bristol,transit,NA,England,United Kingdom,2020-03-28,12.46
city,Bristol,transit,NA,England,United Kingdom,2020-03-29,12.62
city,Bristol,transit,NA,England,United Kingdom,2020-03-30,16.52
city,Bristol,transit,NA,England,United Kingdom,2020-03-31,15.24
city,Bristol,transit,NA,England,United Kingdom,2020-04-01,14.09
city,Bristol,transit,NA,England,United Kingdom,2020-04-02,15
city,Bristol,transit,NA,England,United Kingdom,2020-04-03,14.78
city,Bristol,transit,NA,England,United Kingdom,2020-04-04,12.32
city,Bristol,transit,NA,England,United Kingdom,2020-04-05,14.72
city,Bristol,transit,NA,England,United Kingdom,2020-04-06,16.13
city,Bristol,transit,NA,England,United Kingdom,2020-04-07,13.45
city,Bristol,transit,NA,England,United Kingdom,2020-04-08,14.33
city,Bristol,transit,NA,England,United Kingdom,2020-04-09,13.54
city,Bristol,transit,NA,England,United Kingdom,2020-04-10,14.83
city,Bristol,transit,NA,England,United Kingdom,2020-04-11,13.48
city,Bristol,transit,NA,England,United Kingdom,2020-04-12,11.58
city,Bristol,transit,NA,England,United Kingdom,2020-04-13,15.93
city,Bristol,transit,NA,England,United Kingdom,2020-04-14,14.42
city,Bristol,transit,NA,England,United Kingdom,2020-04-15,14.56
city,Bristol,transit,NA,England,United Kingdom,2020-04-16,14.53
city,Bristol,transit,NA,England,United Kingdom,2020-04-17,16.05
city,Bristol,transit,NA,England,United Kingdom,2020-04-18,12.31
city,Bristol,transit,NA,England,United Kingdom,2020-04-19,12.45
city,Bristol,transit,NA,England,United Kingdom,2020-04-20,16.27
city,Bristol,transit,NA,England,United Kingdom,2020-04-21,15.14
city,Bristol,transit,NA,England,United Kingdom,2020-04-22,15.71
city,Bristol,transit,NA,England,United Kingdom,2020-04-23,15
city,Bristol,transit,NA,England,United Kingdom,2020-04-24,15.43
city,Bristol,transit,NA,England,United Kingdom,2020-04-25,16.1
city,Bristol,transit,NA,England,United Kingdom,2020-04-26,14.58
city,Bristol,transit,NA,England,United Kingdom,2020-04-27,15.39
city,Bristol,transit,NA,England,United Kingdom,2020-04-28,14.7
city,Bristol,transit,NA,England,United Kingdom,2020-04-29,14.58
city,Bristol,transit,NA,England,United Kingdom,2020-04-30,17.17
city,Bristol,transit,NA,England,United Kingdom,2020-05-01,17.23
city,Bristol,transit,NA,England,United Kingdom,2020-05-02,13.73
city,Bristol,transit,NA,England,United Kingdom,2020-05-03,15.36
city,Bristol,transit,NA,England,United Kingdom,2020-05-04,16.55
city,Bristol,transit,NA,England,United Kingdom,2020-05-05,15.16
city,Bristol,transit,NA,England,United Kingdom,2020-05-06,18.11
city,Bristol,transit,NA,England,United Kingdom,2020-05-07,15.69
city,Bristol,transit,NA,England,United Kingdom,2020-05-08,17.59
city,Bristol,transit,NA,England,United Kingdom,2020-05-09,17.24
city,Bristol,transit,NA,England,United Kingdom,2020-05-10,15.93
city,Bristol,transit,NA,England,United Kingdom,2020-05-11,NA
city,Bristol,transit,NA,England,United Kingdom,2020-05-12,NA
city,Bristol,transit,NA,England,United Kingdom,2020-05-13,17.82
city,Bristol,transit,NA,England,United Kingdom,2020-05-14,19.08
city,Bristol,transit,NA,England,United Kingdom,2020-05-15,19.3
city,Bristol,transit,NA,England,United Kingdom,2020-05-16,17.64
city,Bristol,transit,NA,England,United Kingdom,2020-05-17,17.81
city,Bristol,transit,NA,England,United Kingdom,2020-05-18,21.29
city,Bristol,transit,NA,England,United Kingdom,2020-05-19,21.52
city,Bristol,transit,NA,England,United Kingdom,2020-05-20,24.06
city,Bristol,transit,NA,England,United Kingdom,2020-05-21,24.44
city,Bristol,transit,NA,England,United Kingdom,2020-05-22,22.39
city,Bristol,transit,NA,England,United Kingdom,2020-05-23,20.41
city,Bristol,transit,NA,England,United Kingdom,2020-05-24,21.45
city,Bristol,transit,NA,England,United Kingdom,2020-05-25,23.56
city,Bristol,transit,NA,England,United Kingdom,2020-05-26,27.53
city,Bristol,transit,NA,England,United Kingdom,2020-05-27,24.58
city,Bristol,transit,NA,England,United Kingdom,2020-05-28,24.93
city,Bristol,transit,NA,England,United Kingdom,2020-05-29,25.3
city,Bristol,transit,NA,England,United Kingdom,2020-05-30,24.94
city,Bristol,transit,NA,England,United Kingdom,2020-05-31,26.02
city,Bristol,transit,NA,England,United Kingdom,2020-06-01,29.13
city,Bristol,transit,NA,England,United Kingdom,2020-06-02,26.7
city,Bristol,transit,NA,England,United Kingdom,2020-06-03,26.4
city,Bristol,transit,NA,England,United Kingdom,2020-06-04,25.36
city,Bristol,transit,NA,England,United Kingdom,2020-06-05,26.4
city,Bristol,transit,NA,England,United Kingdom,2020-06-06,22.29
city,Bristol,transit,NA,England,United Kingdom,2020-06-07,25.32
city,Bristol,transit,NA,England,United Kingdom,2020-06-08,26.12
city,Bristol,transit,NA,England,United Kingdom,2020-06-09,29.02
city,Bristol,transit,NA,England,United Kingdom,2020-06-10,26.31
city,Bristol,transit,NA,England,United Kingdom,2020-06-11,28.28
city,Bristol,transit,NA,England,United Kingdom,2020-06-12,27.21
city,Bristol,transit,NA,England,United Kingdom,2020-06-13,26.51
city,Bristol,transit,NA,England,United Kingdom,2020-06-14,25.69
city,Bristol,transit,NA,England,United Kingdom,2020-06-15,30.98
city,Bristol,transit,NA,England,United Kingdom,2020-06-16,29.52
city,Bristol,transit,NA,England,United Kingdom,2020-06-17,30.84
city,Bristol,transit,NA,England,United Kingdom,2020-06-18,30.47
city,Bristol,transit,NA,England,United Kingdom,2020-06-19,31.98
city,Bristol,transit,NA,England,United Kingdom,2020-06-20,31.67
city,Bristol,transit,NA,England,United Kingdom,2020-06-21,28.45
city,Bristol,transit,NA,England,United Kingdom,2020-06-22,34.06
city,Bristol,transit,NA,England,United Kingdom,2020-06-23,38
city,Bristol,transit,NA,England,United Kingdom,2020-06-24,41.37
city,Bristol,transit,NA,England,United Kingdom,2020-06-25,39.33
city,Bristol,transit,NA,England,United Kingdom,2020-06-26,37.44
city,Bristol,transit,NA,England,United Kingdom,2020-06-27,29.71
city,Bristol,transit,NA,England,United Kingdom,2020-06-28,29.6
city,Bristol,transit,NA,England,United Kingdom,2020-06-29,37.67
city,Bristol,transit,NA,England,United Kingdom,2020-06-30,36.18
city,Bristol,transit,NA,England,United Kingdom,2020-07-01,38.78
city,Bristol,transit,NA,England,United Kingdom,2020-07-02,37.23
city,Bristol,transit,NA,England,United Kingdom,2020-07-03,40.34
city,Bristol,transit,NA,England,United Kingdom,2020-07-04,43.72
city,Bristol,transit,NA,England,United Kingdom,2020-07-05,36.62
city,Bristol,transit,NA,England,United Kingdom,2020-07-06,45.68
city,Bristol,transit,NA,England,United Kingdom,2020-07-07,44.07
city,Bristol,transit,NA,England,United Kingdom,2020-07-08,46.94
city,Bristol,transit,NA,England,United Kingdom,2020-07-09,45.49
city,Bristol,transit,NA,England,United Kingdom,2020-07-10,47.31
city,Bristol,transit,NA,England,United Kingdom,2020-07-11,42.86
city,Bristol,transit,NA,England,United Kingdom,2020-07-12,44.79
city,Bristol,transit,NA,England,United Kingdom,2020-07-13,47.37
city,Bristol,transit,NA,England,United Kingdom,2020-07-14,46.67
city,Bristol,transit,NA,England,United Kingdom,2020-07-15,46.01
city,Bristol,transit,NA,England,United Kingdom,2020-07-16,48.47
city,Bristol,transit,NA,England,United Kingdom,2020-07-17,49.08
city,Bristol,transit,NA,England,United Kingdom,2020-07-18,46.72
city,Bristol,transit,NA,England,United Kingdom,2020-07-19,45.9
city,Bristol,transit,NA,England,United Kingdom,2020-07-20,54.19
city,Bristol,transit,NA,England,United Kingdom,2020-07-21,54.15
city,Bristol,transit,NA,England,United Kingdom,2020-07-22,55.1
city,Bristol,transit,NA,England,United Kingdom,2020-07-23,52.75
city,Bristol,transit,NA,England,United Kingdom,2020-07-24,56.04
